コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
7874,2024/03,89244000000,37593000000,32415000000,21655000000,400000000,37030000000,1019.7,39.8
7875,2024/03,31488000000,17387000000,15396000000,12025000000,1040000000,859000000,2082.43,54.8
7877,2024/03,9579001000,6997268000,6104601000,3793129000,134000000,708282000,5260.61,73
7878,2024/01,2751632000,1391809000,1366279000,286719000,875000000,-,1860.2,50.6
7879,2023/11,76371401000,44041037000,37093696000,34071064000,7466065000,1861090000,2416.67,50.8
7883,2024/03,20549715000,12139322000,9542979000,8419822000,1530000000,50000000,777.22,58.6
7885,2024/03,39679000000,31533000000,30369328000,26252484000,-,138500000,2071.6,79.5
7886,2024/03,8580215000,1571890000,1165604000,-706931000,1021457000,2419552000,1190.64,18.3
7887,2024/03,32254395000,24028344000,22982857000,19129944000,1969557000,2692845000,24785.26,74.4
7888,2024/05,74930000000,30479000000,26470000000,18433000000,6325000000,6719000000,981.21,39.9
7893,2024/03,38583977000,25582677000,25535105000,18871299000,122085000,311470000,1001.02,66.2
7894,2024/02,18152677000,9071475000,8430170000,5840237000,698000000,2528006000,5696.18,49.8
7895,2022/03,37347000000,10531000000,9187000000,-3642000000,5000000000,3193000000,522.66,28.2
7896,2024/03,10556000000,6219000000,6216000000,1312000000,-,1025000000,1392.93,58.9
7897,2024/03,14341149000,5944597000,5726675000,3386415000,1830000000,1990200000,209.67,41.5
7898,2024/03,101754000000,44717000000,33857000000,21065000000,17390000000,19326000000,4701.55,43
7899,2023/04,3930575000,3179597000,3548334000,1874529000,12000000,-,603.42,80.9
7901,2024/04,2836997000,1461118000,1424593000,-1178640000,100000000,-,1286.95,51.4
7902,2024/03,9620886000,8779697000,8516529000,7074860000,-,-,2449.03,91.3
7905,2023/03,185797000000,92318000000,74009000000,46089000000,11252000000,7500000000,3203.53,45
7906,2024/03,91226000000,60901000000,58033000000,48218000000,2283000000,3542000000,701.58,66.5
7908,2024/03,22599000000,18156000000,17398000000,12796000000,-,-,393.39,80.3
7911,2024/03,2432887000000,1567307000000,1184977000000,1005129000000,19041000000,102967000000,4516.98,58.2
7912,2024/03,1955629000000,1236687000000,915215000000,782000000000,38261000000,23403000000,4866.17,59.6
7914,2024/03,131815000000,63120000000,51500000000,48592000000,135000000,6789000000,8662.39,47.9
7915,2023/12,217853000000,110852000000,110913000000,69934000000,7823000000,37225000000,2281.64,50.9
7916,2024/03,29939579000,19165438000,15911019000,5940369000,2610000000,-,6195.24,63.4
7917,2024/03,141680000000,93642000000,81161000000,70265000000,1579000000,75000000,4604.74,60.4
7918,2024/03,7313000000,1306000000,1301000000,-352000000,-,2646000000,29.44,17.8
7919,2024/03,10752106000,4274780000,3977291000,2606414000,480000000,1016000000,241.83,37.7
7921,2024/05,36194994000,28001475000,25550549000,19248769000,50000000,28188000,2130.24,76.4
7922,2024/03,11789228000,8554021000,7996913000,3822519000,312360000,275430000,1111.64,72.6
7923,2024/03,19336256000,10010530000,8439607000,4005272000,350000000,2974500000,1979.47,51.5
7925,2024/03,49353000000,40420000000,37282000000,28541000000,330000000,-,2717.37,81.7
7927,2024/03,29478453000,18913275000,15123111000,11159917000,2208000000,1999978000,2531.26,60.9
7928,2024/08,6954000000,5534000000,4142741000,3110989000,-,-,1769.4,79.6
7931,2024/03,63534000000,50792000000,49557000000,52439000000,40000000,80000000,3110.4,78.9
7932,2024/03,72394000000,38304000000,27936000000,21641000000,1533000000,7592000000,13080.6,52
7936,2023/12,464116000000,206801000000,177653000000,147561000000,7000000,2580000000,279.43,44.1
7937,2024/03,69075000000,66911000000,66896000000,38098000000,-,-,4281.78,96.9
7938,2024/03,27796000000,12450000000,9638000000,3648000000,9420000000,909000000,3873.31,44.5
7939,2024/03,5762421000,3147880000,3130797000,2287244000,890000000,472764000,834.63,54.6
7940,2024/03,28460132000,16111987000,15807594000,14760049000,1250000000,2718610000,1902.07,56.4
7942,2024/03,151605000000,100069000000,85688000000,69523000000,6300000000,10964000000,3635.6,62.8
7943,2024/03,175688000000,126303000000,113577000000,99271000000,220000000,11621000000,3570.25,72
7944,2023/12,80969000000,40114000000,34892000000,27334000000,4300000000,10056000000,1450.68,49.2
7945,2022/03,37405000000,24059000000,23439000000,9816000000,1000000000,2250000000,2696.91,64.3
7946,2024/03,3500239000,1957501000,1957072000,680418000,-,273510000,2871.79,55.9
7947,2024/03,298580000000,145844000000,143244000000,123003000000,14388000000,58889000000,1795.7,48.6
7949,2024/03,47455000000,38067000000,37970000000,34361000000,-,-,4083.09,80.2
7950,2024/03,17929260000,15595423000,15306814000,10969262000,-,-,19680.55,87
7951,2024/03,666837000000,511810000000,510592000000,458299000000,-,-,3075.72,76.6
7952,2024/03,73538000000,43141000000,37392000000,29971000000,5197000000,2921000000,4993.62,58.4
7953,2024/03,18071768000,9714676000,9117821000,5566112000,1100000000,735724000,762.9,53
7955,2024/03,91192000000,56669000000,54566000000,30008000000,2010000000,2340000000,1571.27,62.1
7956,2023/12,100440000000,81087000000,67876000000,59033000000,76000000,-,648.73,77.2
7957,2023/12,16164689000,10343624000,9423546000,2057841000,-,1597405000,6757.53,64
7958,2024/03,101921451000,81063335000,67393811000,41897599000,-,-,3871.02,79.5
7961,2023/03,11836000000,8980000000,8974000000,4510000000,-,-,2166.78,75.9
7962,2024/06,35025032000,24301342000,22283979000,21562202000,3530000000,1738288000,861.9,69.1
7963,2023/12,20817046000,12352350000,12122007000,11177045000,1425000000,3170000000,2499.09,59.3
7965,2023/11,112418000000,85299000000,76759000000,69394000000,-,1500000000,1248.39,75.1
7966,2024/03,333642000000,232984000000,203283000000,170796000000,1400000000,5888000000,3394.91,69.6
7970,2024/03,140778000000,112967000000,105361000000,85022000000,-,-,1394.31,80
7971,2024/03,90849000000,45760000000,40658000000,29217000000,2220000000,4480000000,767.64,50
7972,2023/12,117437000000,54999000000,53465000000,38617000000,8487000000,6007000000,1210.94,46.8
7974,2024/03,3151394000000,2604998000000,2401119000000,2646967000000,-,-,2236.45,82.6
7975,2024/02,13117527000,10242089000,9182921000,6342612000,-,437500000,3018.58,78.1
7976,2023/12,146007000000,116860000000,100490000000,100018000000,1518000000,1857000000,2110.04,78.5
7979,2024/03,50093000000,41609000000,32770000000,20964000000,-,-,2336.02,82.7
7980,2024/03,16096000000,8283000000,6646701000,5861088000,200000000,2030000000,1164.76,51.5
7981,2024/03,268675000000,187398000000,179592000000,122517000000,7650000000,-,2742.25,69.7
7983,2023/10,20904602000,15314165000,14219012000,12833512000,500000000,1250000000,5190.84,73.3
7984,2023/12,358412000000,253426000000,232455000000,210677000000,4238000000,-,2209.32,70.3
7985,2024/03,6904031000,2627131000,2576438000,1833450000,1250000000,432990000,2743.71,38.1
7986,2023/12,5878633000,4006546000,3869933000,2902112000,-,-,2430.17,67
7987,2024/03,57965000000,28119000000,25595000000,10677000000,6248000000,8674000000,1000.09,47.3
7988,2024/03,380405000000,247052000000,218983000000,215302000000,5529000000,285000000,2455.96,64.1
7989,2023/12,63142241000,50442771000,45270478000,38019861000,-,-,2477.47,72.9
7990,2024/03,108717000000,54488000000,45609000000,42279000000,12682000000,11645000000,2361.35,49.9
7991,2024/03,38470395000,20593463000,18502545000,13465861000,845000000,4245171000,2065.74,53.4
7992,2023/12,5554000000,2396519000,1845305000,-5809361000,1100000000,274982000,80.59,43
7994,2024/03,282118000000,174795000000,152952000000,125234000000,6192000000,4468000000,1821.09,61.1
7995,2024/03,74487000000,48731000000,44048000000,27409000000,2812000000,5994000000,2742.74,64.7
7997,2023/11,8203581000,4280383000,3793012000,952580000,300000000,275100000,2508.09,52.1
7999,2024/03,28697000000,23546000000,23209000000,11233000000,-,-,4960.88,79
8001,2024/03,14489701000000,5992121000000,5426962000000,5032035000000,727966000000,2629642000000,3771.77,37.5
8002,2024/03,8923597000000,3562846000000,3459682000000,2086701000000,498731000000,1909933000000,2066.24,38.8
8005,2024/03,53258000000,33383000000,32176000000,19829000000,3000000000,-,974.68,62.7
8006,2024/03,64407000000,38158000000,32059000000,22027000000,1836000000,22000000,8551.85,58.6
8007,2024/03,60409000000,23578000000,21649000000,16898000000,1341000000,2095000000,1362.71,39
8008,2024/02,50643000000,38596000000,34109000000,30567000000,-,-,1798.44,76.2
8011,2024/02,58758000000,41258000000,34097000000,11051000000,-,3930000000,3534.02,70.2
8012,2024/03,792336000000,401315000000,312832000000,303328000000,50731000000,27533000000,3463.84,49.7
8013,2024/01,11194000000,5795000000,4756000000,-618000000,1141000000,522000000,708.04,51.8
8014,2024/03,143350000000,82097000000,75446000000,67429000000,2623000000,19000000,3329.98,57.2
8015,2024/03,7059994000000,2620110000000,2467130000000,1820019000000,626510000000,1361558000000,2337.13,35
8016,2024/02,171362000000,84995000000,80849000000,21165000000,25412000000,12255000000,587.92,46.6
8018,2024/03,66612000000,47727000000,33040000000,31052000000,2820000000,1878000000,1188.32,71.1
8020,2024/03,725347000000,176000000000,159318000000,97236000000,117043000000,97502000000,1906.68,22
8022,2024/03,206151000000,142065000000,127574000000,71447000000,750000000,11586000000,5531.74,68.6
8023,2024/03,27828424000,11731621000,10362255000,8751466000,2070000000,8699000,898.22,42
8025,2024/03,28175657000,13726387000,10366355000,6864135000,4924958000,2220184000,3401.13,48.7
8028,2023/02,1651095000000,680004000000,681551000000,396111000000,31827000000,23604000000,1346.71,41.3
8029,2023/12,56858000000,34423000000,28798000000,21332000000,3030000000,6243000000,4657.72,60.5
8030,2024/03,78415000000,30999000000,22738000000,20425000000,6100000000,16207000000,7341.47,37.4
8031,2024/03,16899502000000,7769943000000,7541848000000,5551736000000,-,-,2518.4,44.6
8032,2024/03,372645000000,138347000000,110558000000,98398000000,36395000000,14357000000,10355.6,34.2
8035,2024/03,2456462000000,1760180000000,1478063000000,1480306000000,-,-,3773.11,71.1
8037,2024/03,324610000000,159067000000,136413000000,125147000000,46309000000,7183000000,4494.21,46.5
8038,2024/03,40247000000,26928000000,23454000000,20253000000,2238000000,2538000000,6861.52,66.9
8039,2024/03,17182000000,6416000000,5804000000,2775000000,1439000000,3020000000,2859.59,37.3
8040,2023/12,14714695000,9364399000,9009603000,1794782000,-,610000000,2729.79,63.6
8041,2024/03,91150000000,30994000000,28395000000,16252000000,16658000000,6335000000,5757.94,34
8043,2024/03,161180000000,78001000000,74339000000,50369000000,5823000000,18507000000,4012.03,48.4
8045,2024/03,22979020000,15676038000,9546870000,8402416000,250000000,1998000,2454.47,68
8046,2024/03,43345000000,29813000000,28778000000,20956000000,500000000,-,8329.21,68.8
8050,2024/03,376262000000,151334000000,104126000000,88465000000,64350000000,31674000000,3657.6,39.6
8051,2024/03,294973000000,132617000000,112510000000,103994000000,19000000,66000000,1480.15,44.6
8052,2024/03,94756000000,40377000000,33439000000,29172000000,-,-,2135.82,42.4
8053,2024/03,11032583000000,4672304000000,4445494000000,2898056000000,745186000000,2456547000000,3638.06,40.3
8056,2024/03,314219000000,168314000000,166423000000,150605000000,6600000000,14125000000,1654.93,53
8057,2024/07,150644000000,64424000000,52766000000,49123000000,2130000000,-,6519.59,42.6
8058,2024/03,23459572000000,10094829000000,9043867000000,6452055000000,1733684000000,3394268000000,2206.97,38.6
8059,2024/03,193795000000,73441000000,64191000000,56753000000,6670000000,120000000,2311.57,37.8
8060,2023/12,557366000000,435509000000,410817000000,256880000000,-,-,3352.29,78
8061,2024/03,118543000000,43180000000,34345000000,25992000000,7000000,18000000,3507.32,35.7
8062,2023/03,11329801000,2576484000,2243196000,1893762000,2822558000,-,429.41,22.7
8065,2024/03,172870000000,65202000000,53186000000,51919000000,18165000000,10657000000,3081.54,37.5
8066,2024/03,299056000000,185506000000,157910000000,175305000000,6162000000,822000000,1829.3,54.1
8068,2023/01,88409000000,44725000000,41940000000,32000000000,25817000000,-,2213.61,50.6
8070,2024/03,80795000000,19877000000,16742000000,11885000000,12815000000,3881000000,761.89,24.6
8071,2024/03,30798177000,17016559000,15656386000,10587438000,-,-,8011.62,54.9
8072,2024/03,7326115000,2463642000,1916248000,1296630000,730100000,819000000,3532.62,33.6
8074,2024/03,290989000000,102409000000,97262000000,72918000000,4092000000,3328000000,4848.83,35
8075,2024/03,396408000000,87480000000,71636000000,63612000000,40158000000,20599000000,9769.98,21.7
8076,2024/03,91410000000,29570555000,21135959000,20189999000,24200000000,7520571000,3334.33,32.3
8077,2023/10,32689897000,12344803000,9194018000,5692597000,5450000000,7333090000,496.58,37.7
8078,2024/03,1166986000000,356765000000,304249000000,260959000000,72080000000,239957000000,8636,30.1
8079,2023/10,87452478000,52035789000,44890315000,39342059000,9676926000,6656657000,3034.45,58.4
8081,2024/03,85596000000,48204000000,44479000000,33710000000,-,-,2048.28,56.1
8084,2024/03,156027000000,87083000000,80358000000,63226000000,1443000000,1773000000,3976.41,55.7
8085,2024/03,60649000000,24560000000,21590000000,18470000000,1250000000,410000000,4770.09,39.6
8086,2024/03,1109821000000,269788000000,177970000000,104321000000,160367000000,302819000000,1426.55,21
8088,2024/03,834391000000,372930000000,311288000000,245694000000,129161000000,70100000000,6298.24,43.4
8089,2024/03,161308000000,56973000000,53609000000,16711000000,18735000000,22112000000,4489.1,32.8
8091,2024/03,81092000000,28349000000,23298000000,17861000000,13509000000,5181000000,3400.09,34.9
8093,2024/03,49646000000,25690000000,21500000000,8721000000,3707000000,400000000,2083.47,51.7
8095,2023/11,67254750000,28601522000,26091866000,15462238000,12266984000,4493332000,719.53,42.3
8096,2022/03,82446880000,61928758000,60610020000,44439446000,-,-,2162.83,75.1
8097,2024/03,218607000000,123829000000,111755000000,101702000000,300000000,1168000000,1830.74,53.9
8098,2024/03,427320000000,206754000000,160327000000,144689000000,42946000000,12389000000,3623.99,46.8
8101,2024/03,75336000000,27450000000,24271000000,16502000000,14268000000,557000000,2237.69,36.4
8103,2024/03,85355000000,38783000000,30757000000,24118000000,4296000000,541000000,921.95,44.9
8104,2024/03,41748000000,15488000000,14992000000,14691000000,30000000,1984000000,1022.64,36.8
8105,2024/03,3803709000,3062982000,2994914000,47800000,-,-,54.46,80.5
8107,2024/03,8304013000,921341000,915793000,-4728207000,223344000,6116879000,3.82,11
8111,2024/03,140977000000,100170000000,95326000000,97061000000,-,432000000,2226.67,70.9
8113,2023/12,1133627000000,788250000000,695719000000,710792000000,14977000000,13588000000,1178.73,61.4
8114,2024/03,150304000000,113733000000,100056000000,71251000000,-,1434000000,1497.51,75.3
8115,2024/03,9876000000,5055000000,4912303000,1183083000,2200000000,146405000,1113.78,51.2
8117,2024/03,57387521000,49917311000,47096322000,41751507000,-,-,2713.11,87
8118,2024/03,25604000000,21905000000,20564000000,13469000000,380000000,-,1371.8,85.6
8119,2024/03,21227651000,11495517000,9197276000,7973032000,1355755000,50000000,4884.77,53.7
8123,2024/03,12695971000,6862547000,6489700000,3053620000,2000000000,224010000,3759.71,54.1
8125,2024/02,143944000000,100847000000,99563000000,72383000000,490000000,424000000,2023.44,69.4
8127,2024/08,24007000000,17348000000,16063397000,6521562000,-,558250000,844.41,72.3
8129,2024/03,773427000000,249437000000,234701000000,209746000000,139000000,6074000000,3969.18,32.2
8130,2024/03,170750000000,106709000000,100799000000,70799000000,5711000000,-,1816.15,62.5
8131,2024/03,180742000000,99573000000,86467000000,80674000000,2440000000,13688000000,1695.68,55.1
8132,2024/03,108480000000,53315000000,50120000000,32202000000,8738000000,2043000000,4899.98,49.1
8133,2024/03,444304000000,192209000000,162543000000,123945000000,1174000000,1000000000,1439.91,36.6
8135,2024/03,29539000000,13305000000,10683000000,6784000000,194000000,47000000,679.7,45
8136,2024/03,156062000000,64897000000,53953000000,59655000000,9154000000,10305000000,273.57,41.4
8137,2024/03,98707000000,47966000000,40620000000,34986000000,9007000000,3000000000,3174.13,48.6
8138,2024/03,17865276000,10159040000,8429933000,5717434000,-,-,7616.53,56.9
8139,2024/03,25474230000,12724668000,13208874000,2091644000,9520000000,231872000,829.78,50
8140,2023/03,188188000000,102731000000,95705000000,65358000000,33703000000,-,4383.07,54.6
8141,2024/03,99813000000,56119000000,49034000000,34518000000,8982000000,7800000000,1671.21,55.4
8142,2024/01,88297000000,27564000000,22769000000,13004000000,8387000000,13040000000,2528.42,30.8
8143,2024/02,3436229000,918755000,627901000,-5205000,904160000,730000000,388.61,26.7
8144,2024/03,39701000000,26693000000,24518000000,20053000000,3550000000,1365000000,4424.69,67.2
8145,2024/03,16701108000,13123329000,11745212000,10106310000,-,-,7843.46,78.6
8147,2024/03,18459215000,11902893000,9034275000,8809956000,203629000,25080000,2234.38,62.8
8150,2024/03,78884000000,38373000000,32335000000,26266000000,23959000000,-,3137.98,48.5
8151,2023/09,39954840000,28313950000,28260212000,23995345000,-,-,1262.58,70.6
8152,2024/03,26859871000,17254215000,13935796000,4406235000,-,4000000000,8899.06,64.2
8153,2024/03,79711000000,52086000000,46889000000,26168000000,92000000,2899000000,1680.12,65
8154,2024/03,286792000000,151231000000,131629000000,110250000000,10604000000,10500000000,5742.17,52.6
8155,2024/05,121181000000,81589000000,81385000000,48556000000,-,-,2539.84,67.3
8157,2024/03,81066000000,40864000000,40230000000,29705000000,4747000000,4104000000,2241.81,49.8
8158,2024/03,79497000000,29457000000,21508000000,14885000000,6170000000,-,1296.62,37.1
8159,2024/03,178281000000,92572000000,80076000000,71066000000,7784000000,6816000000,3860.68,51.9
8160,2024/03,45974000000,27657000000,27163000000,2982000000,4000000000,478000000,982.12,60.2
8163,2024/03,35733000000,16159113000,16147788000,707858000,-,3740382000,380.55,44
8165,2023/12,31809000000,17279000000,18339000000,-8891000000,620000000,2674000000,369.15,54.3
8166,2024/02,5610794000,-1915660000,-2239753000,-4781732000,2994950000,996400000,-78.62,-34.1
8167,2024/02,126233000000,80978000000,79286000000,57074000000,6000000000,6438000000,1886.71,64.2
8168,2023/02,79130000000,44413000000,40628000000,16050000000,1100000000,6797000000,761.63,56.1
8173,2024/03,232775000000,104613000000,100677000000,70330000000,4800000000,23003000000,4008.89,44.9
8174,2024/03,159219000000,72723000000,72266000000,66407000000,4000000000,25199000000,650.52,45.7
8179,2023/12,125869000000,47821000000,46173000000,2698000000,-,14900000000,971.8,38
8181,2024/02,10514964000,6206882000,7731289000,-1392314000,2992500000,200000000,2416.73,59
8182,2024/03,102320000000,56016000000,49066000000,32750000000,-,2214000000,1181.53,53.5
8185,2024/02,84762000000,51853000000,50729000000,43176000000,-,-,1444.29,59.9
8190,2024/03,40759000000,17299000000,15222000000,6537000000,200000000,5301000000,910.95,42.4
8194,2024/02,287146000000,136855000000,134430000000,122560000000,19400000000,19922000000,2916.07,47.7
8198,2024/02,133245000000,80596000000,80645000000,67330000000,-,-,2528.64,60.5
8200,2024/02,28726861000,12860148000,12446558000,1597268000,-,2917976000,496.35,44.8
8202,2023/12,46262000000,22406000000,21740000000,6407000000,2550000000,192000000,244.98,48.4
8203,2024/02,83511000000,34129000000,33800000000,18159000000,-,13261000000,1026.43,40.9
8207,2024/03,8203570000,2740286000,2415383000,-8716860000,2124575000,637200000,77.94,33.2
8208,2024/03,36547000000,9306000000,8748000000,2427000000,8983000000,8122000000,1360.81,25.5
8209,2024/03,936930000,46328000,-44800000,-273115000,-,-,16.25,4.9
8214,2024/03,236327000000,137056000000,135645000000,92813000000,-,32687000000,1627.61,57.9
8215,2024/03,3819000000,2261000000,2327466000,120453000,-,-,1311.31,59.2
8217,2024/02,132496000000,78679000000,77885000000,50372000000,4850000000,11614000000,1785.11,59.1
8218,2024/03,372851000000,236248000000,235847000000,208401000000,8500000000,12669000000,4935.92,63.4
8219,2024/03,335597000000,180877000000,188822000000,65399000000,36284000000,30070000000,3552.27,52.8
8225,2024/03,4263147000,1820367000,1806023000,270550000,327116000,976912000,2832.71,42.7
8226,2024/03,10305205000,4809438000,4794887000,865265000,2450000000,88460000,318.1,46.7
8227,2024/02,533807000000,471408000000,466596000000,432274000000,-,-,6413.59,88.3
8228,2024/03,67311000000,26192000000,24478000000,18437000000,1971000000,106000000,1158.84,38.1
8230,2024/03,18066000000,11903000000,11573000000,6123000000,-,1230000000,654.35,65.9
8233,2024/02,1270475000000,478802000000,408991000000,320867000000,43580000000,85228000000,2878.81,35.7
8237,2024/02,68874000000,26816000000,22041000000,9795000000,10427000000,7615000000,489.16,37.7
8242,2024/03,709212000000,293149000000,222795000000,124078000000,-,143494000000,2323.85,37.8
8244,2024/02,115364000000,37317000000,34963000000,12132000000,5145000000,896000000,934.46,32.3
8247,2024/02,27602643000,4483184000,2830601000,1730505000,5238897000,3285085000,799.2,16.2
8249,2022/03,74516000000,53780000000,48907000000,40094000000,274000000,29000000,2802.04,70.1
8252,2024/03,1003501000000,253628000000,246258000000,164453000000,87254000000,385600000000,1348.12,25.2
8253,2024/03,4335852000000,717611000000,705053000000,542602000000,-,-,4323.35,16.3
8254,2024/08,11806000000,617000000,675638000,-3364338000,-,8653536000,124.58,5.2
8255,2024/03,131390000000,83298000000,81155000000,64973000000,-,-,920.09,63.4
8256,2023/03,2896429000,58821000,-1521000,-2403027000,-,1645605000,0.46,0.7
8260,2024/02,45680000000,10966000000,5578000000,4637000000,11333000000,3842000000,969.58,24
8267,2024/02,12940869000000,2087201000000,913399000000,425596000000,480274000000,1259019000000,1231.59,8.1
8273,2024/02,489509000000,294233000000,277594000000,235852000000,26700000000,35444000000,3922.83,57.3
8275,2024/03,40730000000,17750650000,16088644000,9724796000,1536132000,2552419000,629.29,40.5
8276,2024/02,309461000000,188266000000,181251000000,150087000000,17330000000,10825000000,3551.28,60.2
8278,2024/02,427702000000,216097000000,209808000000,46201000000,29845000000,45334000000,2490.61,50.5
8279,2024/03,342409000000,167902000000,170358000000,152493000000,-,64556000000,4121.54,49
8281,2024/03,209530000000,124813000000,123321000000,97765000000,700000000,2936000000,2806.31,59.2
8282,2024/03,438199000000,269158000000,268658000000,219425000000,44800000000,-,1539.44,61.4
8283,2024/03,495697000000,277962000000,263941000000,223735000000,-,-,4422.86,56.1
8285,2024/03,94869000000,47156000000,34396000000,26274000000,13647000000,3929000000,763.53,49.6
8289,2024/02,65003000000,25784000000,25454000000,5971000000,17097000000,10061000000,1122.43,39.7
8291,2024/03,94311000000,57484000000,51400000000,37455000000,-,300000000,865.28,61
8293,2022/03,434550000000,248256000000,201744000000,177043000000,65913000000,-,7391.95,57.1
8303,2023/03,13694831000000,966506000000,973831000000,390305000000,-,-,4712.33,7
8304,2024/03,7603002000000,391078000000,412928000000,228444000000,-,-,3285.95,5
8306,2024/03,403703147000000,20746978000000,15402921000000,13791608000000,-,-,1670.45,4.9
8308,2024/03,76150887000000,2778173000000,2225423000000,2072691000000,-,-,1184.76,3.6
8309,2024/03,75876905000000,3137686000000,2566378000000,1802086000000,-,-,4316.77,4.1
8316,2024/03,295236701000000,14799967000000,10629980000000,7843470000000,-,-,11157.36,5
8331,2024/03,21323895000000,1181503000000,990662000000,796209000000,-,-,1651.46,5.5
8334,2024/03,10818218000000,573095000000,514053000000,452960000000,-,-,1460.15,5.3
8336,2024/03,5404015000000,274138000000,246503000000,163202000000,-,-,8285.9,5.1
8337,2024/03,3229226000000,187280000000,163643000000,96889000000,-,-,3187.43,5.7
8338,2024/03,2854094000000,97144000000,117650000000,38384000000,-,-,1180.13,3.4
8341,2024/03,10501098000000,601700000000,472169000000,433580000000,-,-,8121.59,5.7
8342,2022/03,3859008000000,116064000000,107739000000,75581000000,-,-,5694.72,3
8343,2024/03,3584190000000,172793000000,154381000000,132146000000,-,-,9756.86,4.8
8344,2024/03,3146366000000,143805000000,150862000000,129520000000,-,-,4489.44,4.6
8345,2024/03,3929595000000,199436000000,180791000000,167955000000,-,-,11673.56,5
8346,2024/03,6758569000000,206179000000,195677000000,158582000000,-,-,817.31,3.1
8349,2024/03,1012696000000,39438000000,40519000000,15311000000,-,-,4152.76,3.9
8350,2022/03,2427235000000,86633000000,88282000000,20845000000,-,-,3910.97,3.5
8354,2024/03,32649727000000,1021746000000,895025000000,632197000000,-,-,5397.27,3.1
8355,2023/03,15535390000000,1049759000000,820716000000,674987000000,-,-,1763.92,6.8
8358,2024/03,3560741000000,295120000000,276077000000,267190000000,-,-,1532.15,8.2
8359,2024/03,14827752000000,1118275000000,649099000000,546496000000,-,-,2309.8,7.5
8360,2024/03,4366180000000,218301000000,200251000000,177854000000,-,-,7143.85,5
8361,2024/03,6651305000000,338704000000,275255000000,186526000000,-,-,8134.82,5.1
8362,2024/03,4164371000000,141507000000,118286000000,95603000000,-,-,5859.25,3.3
8363,2023/03,5579323000000,199593000000,187352000000,149388000000,-,-,7151.82,3.6
8364,2024/03,1755862000000,79930000000,80856000000,62708000000,-,-,6780.18,4.5
8365,2024/03,552196000000,31303000000,26841000000,13922000000,-,-,5612.94,5.5
8366,2024/03,7970551000000,490887000000,310934000000,269792000000,-,-,10459.87,6.2
8367,2024/03,6787056000000,298631000000,278085000000,208825000000,-,-,9404.22,4.4
8368,2024/03,8097192000000,496919000000,312592000000,284735000000,-,-,1987.95,6.1
8369,2023/03,11037611000000,992377000000,489231000000,421490000000,-,-,13307.69,9
8370,2024/03,5831379000000,238113000000,242879000000,162918000000,-,-,3617.69,4.1
8377,2024/03,16382886000000,664933000000,573098000000,392442000000,-,-,5302.14,4
8381,2024/03,7360564000000,325089000000,362155000000,322070000000,-,-,2114.73,4.4
8382,2023/03,9801893000000,487548000000,462836000000,439637000000,-,-,2638.66,5
8383,2024/03,1145623000000,50023000000,47641000000,32806000000,-,-,5331.55,4.3
8385,2022/03,8544797000000,731798000000,504854000000,468487000000,-,-,2286.75,8.5
8386,2024/03,5840650000000,329186000000,262041000000,194802000000,-,-,11527.03,5.6
8387,2024/03,3309612000000,168229000000,142968000000,109636000000,-,-,4029.14,5.1
8388,2024/03,3922560000000,332622000000,238908000000,197890000000,-,-,8292.26,8.5
8392,2024/03,4554183000000,217880000000,188420000000,157053000000,-,-,13769.26,4.8
8393,2024/03,4110848000000,189852000000,165964000000,139464000000,-,-,10954.4,4.6
8395,2024/03,3160769000000,122564000000,114356000000,85849000000,-,-,7275.53,3.9
8398,2024/03,877683000000,39016000000,36293000000,21375000000,-,-,6304.47,4.4
8399,2024/03,3067017000000,142564000000,142590000000,72797000000,-,-,3419.9,4.6
8403,2023/03,68737987000000,2468222000000,2232088000000,1547162000000,-,-,1456.35,3.5
8410,2024/03,1717818000000,275856000000,260666000000,201836000000,-,-,231.24,15.7
8411,2024/03,278672151000000,10312135000000,8915987000000,5538891000000,-,-,4037.28,3.7
8416,2024/03,1142308000000,61961000000,55648000000,30067000000,-,-,5792.97,5.1
8418,2024/03,12548539000000,655736000000,604270000000,540429000000,-,-,3009.37,5.2
8421,2024/03,47622424000000,1558068000000,1544570000000,663282000000,-,-,164692.86,3.2
8424,2024/03,3390324000000,477326000000,353171000000,342268000000,558104000000,976080000000,14357.64,12.7
8425,2024/03,3363336000000,329800000000,257171000000,208545000000,524116000000,833231000000,1270.62,9.2
8439,2024/03,6460930000000,1011176000000,660631000000,524903000000,412825000000,2025626000000,1781.32,13.5
8462,2024/03,4929000000,4569000000,4565000000,2223000000,-,-,531.09,92.7
8473,2024/03,27139391000000,1907346000000,1262209000000,675985000000,-,-,4181.45,4.7
8508,2023/12,1214714000000,168215000000,151588000000,36552000000,-,-,1104.1,12.5
8511,2024/03,13744765000000,144606000000,131369000000,121036000000,92010000000,316600000000,1725.59,1.1
8515,2024/03,1266374000000,201412000000,195735000000,90345000000,101627000000,248657000000,409.04,15.6
8518,2024/03,16796000000,6132000000,5126000000,-3576000000,901000000,8761000000,312.65,33
8519,2023/02,288736000000,58843000000,58843000000,45188000000,-,106334000000,105076785.71,20.4
8521,2023/03,1136628000000,41973000000,49873000000,27718000000,-,-,4593.78,3.6
8522,2024/03,5431037000000,303349000000,210234000000,164268000000,-,-,18180.14,5.6
